Sample_ID,Attack_Success,Original_Label,Clean_Prediction,Adv_Prediction,Clean_Input_Trace,Clean_Input_Trace_StdErr,Adv_Input_Trace,Adv_Input_Trace_StdErr,Clean_Param_Trace,Adv_Param_Trace,Clean_Grad_Norm,Adv_Grad_Norm
0,True,91,91,282,0.7910738661885262,0.19866087492097426,0.0015332965616835282,0.0004392310081932225,86.88283843994141,17595.6751953125,0.000418596260715276,2285.830322265625
1,True,218,218,265,18.009246349334717,4.629190784817833,47.757467246055604,15.3638671948223,977.6684692382812,57404.6515625,0.8779904246330261,1763.2271728515625
2,True,19,19,356,0.6663853049278259,0.11475800266347466,0.0037355894019128755,0.0014306316355425443,15.495773983001708,25745.76953125,0.00024143725750036538,3345.062255859375
3,True,808,808,921,25.032592296600342,6.545289970702286,0.0005672531777236145,0.0002035724692166162,940.4460266113281,-14488.10849609375,0.5081640481948853,816.7378540039062
4,True,416,416,459,54.71650145053864,15.17743900900492,1.9176455514359058e-17,8.00217441420564e-18,7392.408074951172,-16420.984375,4.108700752258301,3935.449462890625
5,True,89,89,173,0.1411321885883808,0.040559995589518116,1.2466313918255261e-14,6.6298905865943305e-15,11.042194080352782,14773.19765625,5.41108647666988e-06,3500.559326171875
6,True,793,793,433,1.9018174320459367,0.40315464435781995,-7.560063686185003e-13,3.815591141687152e-10,47.016930198669435,10260.626953125,0.0014695338904857635,874.3159790039062
7,True,505,505,849,89.30418949127197,21.24916959291399,1.9783518530402945e-05,8.260253123042799e-06,6410.660430908203,9306.571875,46.80694580078125,577.0997924804688
8,True,332,332,700,815.8541870117188,203.23373569808464,0.000835804005691898,0.00014167736982573202,17025.3583984375,61615.111328125,290.42840576171875,4532.1044921875
9,True,986,986,13,23.47661781311035,4.6947425001249705,3.018140253769336e-17,3.2042611466703495e-16,870.260107421875,-59448.245703125,0.14722123742103577,12379.5361328125
10,True,867,867,576,52.36437301635742,7.172546396076911,4.176409849979025e-25,3.2237266726332544e-25,14614.923291015624,-66805.99609375,6.319425582885742,1474.484375
11,True,116,116,557,93.74203796386719,16.5709107489534,1.0225659281999644e-09,4.627027087614164e-10,13264.3421875,31753.7744140625,14.385589599609375,627.6812133789062
12,True,642,642,700,391.20240478515626,63.90983536307519,0.0006878117914311588,0.00037619617468439876,27250.08017578125,-21714.1140625,103.83576965332031,5910.6015625
13,True,327,327,61,1.4379009515047074,0.5025266882079766,3.6001399908100473e-10,1.6654593159635128e-10,432.23317260742186,-82557.51796875,0.0029219863936305046,1769.69091796875
14,True,995,995,994,0.05479190377518535,0.010899575338319853,4.6816006409270196e-24,9.872922308883488e-25,2.1898042440414427,-14649.04375,3.3431897463742644e-06,1337.8333740234375
15,True,87,87,381,0.16501724012196065,0.03667100828892841,6.430322311949677e-13,1.255966782312864e-12,7.868173599243164,39076.0015625,1.5999125025700778e-05,4094.287353515625
16,True,965,965,988,23.68587592840195,11.321369943644221,9.901167204701566e-24,3.994967802331259e-24,677.2876281738281,58692.081640625,0.052139122039079666,2295.29443359375
17,True,267,267,221,96.6582691192627,37.73339750253763,2.4225998895843758e-08,1.0943644049541704e-08,7279.3947265625,-30294.3169921875,66.0641098022461,716.598876953125
18,True,989,989,957,179.634286737442,47.38030609408962,2.583652993527481e-15,1.5587718444362082e-15,9247.356591796875,1747.4232421875,16.424970626831055,1225.3057861328125
19,True,905,905,765,177.0592945098877,57.437028754082796,2.8962326144346254e-15,8.143842528940464e-16,19164.396044921876,-20731.85546875,43.271514892578125,1091.388916015625
20,True,124,124,406,15.238747000694275,4.1510783919906675,3.3016915736538975e-06,7.492334938694032e-07,5567.849853515625,16964.7228515625,0.38546520471572876,212.585693359375
21,True,541,541,809,8.551137471199036,2.133228446711379,-1.573011461459828e-05,2.041737707653891e-05,548.5791870117188,-29271.67578125,0.2855253219604492,1580.2745361328125
22,True,661,661,485,0.13236366771161556,0.04007471654865544,-9.931509254101912e-07,9.63239650695326e-07,14.07738971710205,-34587.43642578125,6.752018180122832e-06,1028.29931640625
23,True,112,112,69,449.28883094787597,116.36066187436464,8.196329741024662e-18,5.209199884664935e-18,18339.006640625,60123.05390625,26.192909240722656,2704.07861328125
24,True,531,531,474,48.89248065948486,10.538326603704798,6.260544730538249e-15,2.9507520284613312e-15,13263.8220703125,-21468.203515625,15.424018859863281,551.8311767578125
25,True,251,251,470,6.7815475225448605,1.0194796448764132,2.196199254679126e-16,7.895587769098114e-17,851.7915344238281,19067.1525390625,0.05624690279364586,1600.347412109375
26,True,495,495,549,31.2255202293396,6.2754188203451955,2.736402164972909e-11,1.5784196754616227e-11,2080.257946777344,24920.671484375,0.5289710760116577,1496.2513427734375
27,True,784,784,420,59.16376571655273,13.297413234007003,7.373046146952334e-08,3.646450896469545e-08,15765.190234375,9339.482421875,11.846920013427734,864.9110107421875
28,True,261,261,355,1.1069159165024758,0.3505153235654938,4.225132773328313e-18,1.6526938653139301e-18,78.40288543701172,-32243.4353515625,0.0006985402433201671,2756.706298828125
29,True,973,973,2,87.94764461517335,39.64510271287,1.4313326023550343e-11,8.746956372068909e-12,18077.8515625,32709.678125,30.995790481567383,1003.993408203125
30,True,725,725,849,461.0235305786133,77.48004526169399,-1.224853253545266e-10,1.4476468217569446e-10,17788.0318359375,13150.61513671875,136.1771240234375,701.545654296875
31,True,535,535,479,0.008680901804473251,0.0029959705822419315,0.0001543876361211005,5.785219251159844e-05,19.061601543426512,-15387.6783203125,3.0458991204795893e-06,171.660400390625
32,True,70,70,74,1.8840023461729287,0.6554198470225269,0.6024374581873417,0.16131067080652786,284.4684799194336,7247.9794921875,0.00525481253862381,406.7044677734375
33,True,269,269,276,56.5731258392334,15.546909921611805,1.1688482928747356e-18,6.502583979777786e-19,4273.86484375,861.40087890625,2.4762206077575684,1073.392578125
34,True,558,558,589,2.1049420475959777,0.4012027779902324,1.0981641828968467e-14,6.966993706398858e-15,96.44658203125,47434.6078125,0.001407464500516653,1535.2999267578125
35,True,569,569,812,36.31069641113281,13.341727719092479,8.285949201482571e-20,8.69201562339059e-20,2219.993859863281,41443.701171875,1.3122689723968506,1753.145263671875
