Sample_ID,Attack_Success,Original_Label,Clean_Prediction,Adv_Prediction,Clean_Input_Trace,Clean_Input_Trace_StdErr,Adv_Input_Trace,Adv_Input_Trace_StdErr,Clean_Param_Trace,Adv_Param_Trace,Clean_Grad_Norm,Adv_Grad_Norm
0,True,91,91,186,0.9933583080768585,0.2637300885385175,1.8358366027371177e-08,6.964918826435755e-09,103.78247261047363,-18295.3888671875,0.000418596260715276,1975.1162109375
1,True,218,218,265,18.232842373847962,4.401675690967635,0.6788764838129282,0.17737777720060255,1900.001885986328,-31760.2533203125,0.8779904246330261,2162.22607421875
2,True,19,19,359,0.8163374245166779,0.21376659844737175,0.01961658866493963,0.006626020953542285,20.106735229492188,3023.71953125,0.00024143725750036538,5742.50537109375
3,True,808,808,611,23.325142765045165,8.5955411664158,3.0664877978894545e-31,1.8599339065981432e-31,3463.31396484375,28399.9330078125,0.5081640481948853,1642.350341796875
4,True,416,416,721,72.89177141189575,23.037555756160685,8.78996215397665e-10,4.3769606356900907e-10,1466.0926208496094,24562.45771484375,4.108700752258301,2795.05712890625
5,True,89,89,173,0.15676802229136227,0.05455324702271264,-3.1100517323958943e-26,1.1021186736346649e-25,9.228490507602691,-77369.8041015625,5.41108647666988e-06,3480.435302734375
6,True,793,793,433,1.1262115867808462,0.6358079410927399,-1.0957499488448928e-17,5.502751430814956e-18,102.22895469665528,4316.52265625,0.0014695338904857635,973.8469848632812
7,True,505,505,849,188.98584938049316,47.86830560402411,9.898934605345745e-09,9.734476286109081e-09,11365.178125,21196.7365234375,46.80694580078125,1078.337158203125
8,True,332,332,237,469.71976165771486,76.75994407424362,4.45314075392389e-07,1.8340013988965534e-07,23567.7818359375,-26406.4595703125,290.42840576171875,4753.5908203125
9,True,986,986,816,16.72850694656372,3.0197876279054343,0.0,0.0,1170.2395263671874,39435.52421875,0.14722123742103577,6487.7255859375
10,True,867,867,800,58.9674072265625,14.33653740600285,3.210547573488317e-26,2.379901562169647e-26,13796.4923828125,1111.8806640625,6.319425582885742,842.506103515625
11,True,116,116,733,125.19132385253906,31.756828970954547,3.9747427506460484e-11,2.8630693362724752e-11,12454.37734375,-11100.17578125,14.385589599609375,702.9215698242188
12,True,642,642,684,345.3526092529297,49.28978093446582,3.854221438117364e-30,3.4964520896478984e-30,12048.12353515625,15559.509765625,103.83576965332031,3283.07568359375
13,True,327,327,61,1.3712367415428162,0.34168326128525156,1.6880699231025879e-12,7.718339694727742e-13,319.94602355957034,24768.20546875,0.0029219863936305046,993.5664672851562
14,True,995,995,700,0.031599030806683005,0.011441947331133726,0.0006596117698791204,0.0002744378713661204,2.8054139852523803,-63407.35859375,3.3431897463742644e-06,2279.7255859375
15,True,87,87,381,0.18100372403860093,0.07874097477404071,3.199399085634514e-17,2.254358745011125e-17,5.043715763092041,20055.175,1.5999125025700778e-05,3482.7490234375
16,True,965,965,125,15.691567492485046,5.01328331113825,2.3767163082767285e-29,2.758502043874335e-29,650.7860595703125,647.308203125,0.052139122039079666,11215.2509765625
