Sample_ID,Attack_Success,Original_Label,Clean_Prediction,Adv_Prediction,Clean_Input_Trace,Clean_Input_Trace_StdErr,Adv_Input_Trace,Adv_Input_Trace_StdErr,Clean_Param_Trace,Adv_Param_Trace,Clean_Grad_Norm,Adv_Grad_Norm
0,True,91,91,43,0.7299751609563827,0.15636464859918398,158.4996126174927,50.589895584184575,38.530839920043945,25066.45068359375,0.000418596260715276,420.891357421875
1,True,218,218,219,21.70241422653198,2.7036912031396985,83.9082498550415,30.235630617140643,3905.7372802734376,-2642.23798828125,0.8779904246330261,82.75338745117188
2,True,19,19,279,1.0517265170812606,0.2699858934745724,357.12996101379395,70.61458307702468,69.46065187454224,47880.50947265625,0.00024143725750036538,722.86083984375
3,True,808,808,921,25.186000537872314,5.377349594654803,439.64504089355466,149.01576255100727,9899.381030273438,51007.136328125,0.5081640481948853,361.71563720703125
4,True,416,416,602,60.930385780334475,18.84246537898643,246.56686782836914,79.6377280419087,1464.0299102783204,13317.18330078125,4.108700752258301,265.68798828125
5,True,89,89,81,0.09636179450899363,0.027314462243821933,100.90182590484619,43.577317528812266,5.510791802406311,11043.631640625,5.41108647666988e-06,166.67404174804688
6,True,793,793,433,1.0975363187491893,0.2843512841424582,161.31571221351624,44.78039300135106,29.438773345947265,20697.71484375,0.0014695338904857635,206.92178344726562
7,True,505,505,849,159.83880767822265,41.60084583664816,298.1408752441406,79.19746823961057,13000.2943359375,10468.9236328125,46.80694580078125,255.01193237304688
8,True,332,332,338,529.1068115234375,127.92319485285796,1333.4888061523438,267.98620925606826,32888.699609375,27391.87744140625,290.42840576171875,478.10406494140625
9,True,986,986,952,21.87182459831238,6.069436102499927,332.53768997192384,52.062194694391046,599.4068038940429,24066.4892578125,0.14722123742103577,820.9278564453125
10,True,867,867,612,84.68689422607422,20.196622610875494,341.6110160827637,71.88958712426964,4902.62607421875,60769.990625,6.319425582885742,368.44354248046875
11,True,116,116,921,106.1671760559082,23.581717561835557,314.5657440185547,37.18071372770769,26545.62255859375,48917.496484375,14.385589599609375,476.1019287109375
12,True,642,642,416,367.04960479736326,98.03798676831563,604.8396530151367,125.2604572128352,24009.147607421874,25953.95390625,103.83576965332031,411.50750732421875
13,True,327,327,932,1.5462497919797897,0.2886642019955838,153.08747253417968,50.78847179063376,393.0157745361328,42116.455078125,0.0029219863936305046,315.9619140625
14,True,995,995,994,0.09557857224717736,0.04504615608270918,197.44543380737304,64.34436983459423,12.164679384231567,32067.526171875,3.3431897463742644e-06,218.48129272460938
15,True,87,87,362,0.15191129818558693,0.03978640458919526,428.64924850463865,157.44044834200332,12.012435388565063,25191.8751953125,1.5999125025700778e-05,741.2733154296875
16,True,965,965,961,13.6289231300354,5.388761295097555,658.0456115722657,88.62737257503514,290.53204040527345,42021.909765625,0.052139122039079666,701.0410766601562
17,True,267,267,221,142.21052932739258,57.37042502741799,96.25986709594727,13.777577960541175,21363.6990234375,48604.130078125,66.0641098022461,185.34930419921875
18,True,989,989,957,284.5042105436325,106.98588438520561,110.0809944152832,41.201951273435746,6494.71748046875,20434.308203125,16.424970626831055,477.9958190917969
19,True,905,905,765,133.69742126464843,17.44373768880364,336.77502098083494,57.71043159657903,16258.957275390625,20893.6140625,43.271514892578125,414.46142578125
20,True,124,124,71,11.801279973983764,2.4123650592883426,43.320349502563474,9.790151038308185,5817.38935546875,42044.127734375,0.38546520471572876,79.72073364257812
21,True,541,541,542,6.7090698957443236,1.5853347021177955,38.05619945526123,9.048640829222604,376.6573776245117,148.66767578125,0.2855253219604492,29.363943099975586
22,True,661,661,586,0.07184365149587393,0.013936900751068763,434.64963188171384,132.66797779037503,8.92477445602417,43540.9302734375,6.752018180122832e-06,334.0210876464844
23,True,112,112,51,131.08434715270997,22.578626975509714,284.016675567627,60.503075143877545,16965.91572265625,29187.3845703125,26.192909240722656,533.6519775390625
24,True,531,531,464,60.07776584625244,11.466838185492035,135.53558616638185,31.210378854331463,24553.532568359376,31705.588671875,15.424018859863281,90.88990020751953
25,True,251,251,470,9.446778035163879,3.0008589990293357,215.81458282470703,40.39773453280659,1003.5797729492188,74475.4517578125,0.05624690279364586,738.2767333984375
26,True,495,495,453,37.17709760665893,10.300085413285936,154.00224075317382,25.891627486075404,1269.3416015625,18112.9140625,0.5289710760116577,175.3546142578125
27,True,784,784,758,73.847509765625,4.4398785531970635,111.53273506164551,19.843332517803077,6440.83671875,26081.66435546875,11.846920013427734,93.41021728515625
28,True,261,261,224,0.7151137501001358,0.17931969041380094,123.91306076049804,22.174324278124267,65.02328567504883,18358.149609375,0.0006985402433201671,147.23780822753906
29,True,973,973,4,88.53054485321044,21.267174955485626,146.3985622406006,37.22699962569855,14664.6181640625,20880.43720703125,30.995790481567383,149.90846252441406
30,True,725,725,901,469.29718627929685,107.5745543280978,548.0304222106934,102.78968505853184,5891.816162109375,13221.1541015625,136.1771240234375,340.4248962402344
31,True,535,535,479,0.04788093632087111,0.015423694398166952,18.52546995282173,11.275381013604848,4.716069233417511,5072.850634765625,3.0458991204795893e-06,30.910659790039062
32,True,70,70,74,2.6069797739386558,1.256922390182414,40.20067561864853,14.570280597165818,265.9888977050781,27683.58310546875,0.00525481253862381,137.3941192626953
33,True,269,269,276,47.18452911376953,8.579833983529396,133.3091293334961,26.194743857879658,3360.848974609375,37061.5916015625,2.4762206077575684,226.0811767578125
34,True,558,558,845,2.4861367613077165,0.46765805240717506,378.98936824798585,112.58631332579061,101.58602628707885,39316.24580078125,0.001407464500516653,571.7977294921875
35,True,569,569,864,23.03148332834244,5.222855565212485,109.98428745269776,21.513184588227855,1818.0950805664063,26728.301025390625,1.3122689723968506,180.48699951171875
36,True,129,129,144,2.9485377788543703,1.0293068935062035,118.00470867156983,33.56835538579371,343.86463317871096,16521.268359375,0.014436311088502407,270.7967529296875
37,True,766,766,963,3.066965287923813,0.8327645638320629,238.64793977737426,80.08103905449103,918.3428527832032,80108.71484375,0.006016700062900782,260.3206481933594
38,True,191,191,184,185.2165168762207,64.53728107565965,203.82334213256837,45.28797354775632,16132.3916015625,18803.01125488281,54.99971389770508,197.403564453125
39,True,553,553,894,14.384113192558289,4.468623632199793,149.30327453613282,27.150745535848838,751.4709106445313,21768.4333984375,0.05846196413040161,350.0100402832031
40,True,586,586,864,1.996665632724762,0.45059624401973747,93.39199934005737,28.532803290673144,212.89568481445312,19623.921875,0.011745171621441841,144.4601287841797
41,True,422,422,739,224.51570167541504,73.7448043607389,392.7898178100586,69.55517074210879,20998.687109375,53060.9134765625,50.095611572265625,316.1262512207031
42,True,334,334,337,7.228751313686371,2.212273068748052,206.2378070831299,50.22092135170087,2450.3156173706057,37879.6658203125,0.11755100637674332,157.91976928710938
43,True,13,13,17,1.2549191787838936,0.44379489086819734,413.0992858886719,79.30813166739651,80.5296672821045,60202.233984375,0.000687273102812469,368.234619140625
44,True,542,542,845,1.242041528224945,0.4017900027858146,233.0548734664917,61.10863852867644,44.176257038116454,45750.4515625,0.00028938608011230826,920.8057250976562
45,True,290,290,370,252.85323181152344,52.60608084984566,292.4916702270508,41.806186723467654,8826.4802734375,16801.506420898437,56.78879165649414,281.58880615234375
46,True,495,495,894,180.75652656555175,42.023186536361976,127.20984725952148,18.2039787488991,23719.0884765625,30493.7609375,17.279897689819336,116.79629516601562
47,True,664,664,782,63.05114212036133,10.030426162682271,42.24597091674805,10.57916066817744,12433.38330078125,3905.3128051757812,12.654070854187012,17.98459243774414
48,True,584,584,679,241.2678913116455,47.17144818059774,278.1446895599365,75.1785671465112,42609.348046875,36583.04140625,235.23507690429688,412.2892150878906
49,True,521,521,926,65.41703968048095,13.718146547084157,151.49384117126465,29.761082085275383,17310.59189453125,21291.765673828126,22.073253631591797,207.24343872070312
50,True,593,593,481,0.11455623004585505,0.026661796255470892,185.27127342224122,97.85427024310103,11.048947525024413,15942.260400390625,1.8262888261233456e-05,182.83444213867188
51,True,409,409,892,14.204023683071137,4.375566057165548,11.700363159179688,2.497499341374085,249.411767578125,4584.96396484375,5.874118804931641,11.721382141113281
52,True,692,692,478,0.7380832895636559,0.17934990819850039,146.93283729553224,37.26711599067346,40.26250801086426,15064.36083984375,0.0005333454464562237,120.41047668457031
53,True,332,332,359,91.84064521789551,27.59379579608389,475.23818435668943,104.145491607111,6677.712426757813,44987.387890625,4.025457382202148,585.5247802734375
54,True,990,990,112,0.01565791731700301,0.0027893820622547066,139.15710430145265,53.762164280155616,1.29453501701355,21072.15986328125,1.9697944253493915e-07,263.7594909667969
55,True,718,718,839,65.86720843315125,18.215537601727323,131.62003908157348,55.50457135095304,5928.053271484375,14632.8712890625,22.851247787475586,144.50341796875
56,True,717,717,511,3.745341432094574,1.610014238287292,41.93834505081177,10.660551429379224,67.28827133178712,12324.32236328125,0.045975737273693085,71.53201293945312
57,True,195,195,179,91.86742444038391,28.853104129028164,262.78075256347654,56.01213380884741,4700.301110839844,14181.8384765625,4.297414779663086,224.5695037841797
