Sample_ID,Attack_Success,Original_Label,Clean_Prediction,Adv_Prediction,Clean_Input_Trace,Clean_Input_Trace_StdErr,Adv_Input_Trace,Adv_Input_Trace_StdErr,Clean_Param_Trace,Adv_Param_Trace,Clean_Grad_Norm,Adv_Grad_Norm
0,True,91,91,21,0.7616868704557419,0.16686093428882304,167.90810279846193,33.87065025684097,99.18201789855956,14903.8603515625,0.000418596260715276,595.1480712890625
1,True,218,218,219,19.122456699609756,6.350851540056202,92.17031955718994,26.877641886238624,3814.640087890625,4710.569775390625,0.8779904246330261,65.35740661621094
2,True,19,19,16,0.7364627867937088,0.15574593434942688,265.59143295288084,72.19638552928132,129.607257938385,29817.22255859375,0.00024143725750036538,208.65884399414062
3,True,808,808,515,19.47103977203369,4.038306803564655,157.44464874267578,29.233824599625066,1729.6421676635741,21361.712890625,0.5081640481948853,81.59748840332031
4,True,416,416,602,69.46936329603196,28.45154997244623,243.6288850784302,116.88295453245759,2407.502685546875,2968.70751953125,4.108700752258301,268.6451416015625
5,True,89,89,81,0.08360009454190731,0.023294873031767586,127.22141342163086,32.05195671461468,11.220699501037597,6028.8845703125,5.41108647666988e-06,256.3314514160156
6,True,793,793,433,1.7270401826128363,0.7429832668891734,68.79738698005676,26.725297600961465,92.3612907409668,8186.537109375,0.0014695338904857635,802.02490234375
7,True,505,505,849,192.1979019165039,61.61794703032352,189.29668197631835,49.960906166401934,16142.46162109375,3717.03916015625,46.80694580078125,181.74423217773438
8,True,332,332,338,631.9345977783203,119.29097690715697,578.3996154785157,82.08368540869584,21851.1712890625,15438.48994140625,290.42840576171875,412.67694091796875
9,True,986,986,952,26.819076251983642,8.568189733657674,359.9698760986328,65.01669121517574,1171.5974044799805,30171.03125,0.14722123742103577,469.29840087890625
10,True,867,867,864,58.40022506713867,6.963415012629468,435.8588920593262,205.2808807180097,14061.96083984375,40883.368359375,6.319425582885742,130.5085906982422
11,True,116,116,69,125.68832435607911,40.31493239572408,351.8711612701416,89.08571612976604,19973.18349609375,30942.2900390625,14.385589599609375,110.67082214355469
12,True,642,642,731,304.0017288208008,66.22616977573189,502.77825927734375,87.09509824943535,16030.33271484375,22037.3216796875,103.83576965332031,271.55712890625
13,True,327,327,932,1.7701448142528533,0.35806195386406486,350.1814910888672,118.39964634787458,410.36248474121095,89114.89765625,0.0029219863936305046,284.5837097167969
14,True,995,995,994,0.06388853502576239,0.025961259219707905,56.648896956443785,16.521131151213957,6.789274215698242,12531.39453125,3.3431897463742644e-06,461.94854736328125
15,True,87,87,89,0.1579105295240879,0.036322353520787984,403.3626770019531,70.30014221073174,12.179867219924926,13206.0873046875,1.5999125025700778e-05,261.01568603515625
16,True,965,965,961,12.463899850845337,3.2439785393562657,611.7785629272461,132.74634317533116,421.4794555664063,22646.90361328125,0.052139122039079666,567.3880004882812
17,True,267,267,221,173.09918661117553,66.35147636458024,143.21533365249633,52.93613292545925,30011.1259765625,3673.88310546875,66.0641098022461,133.1182098388672
18,True,989,989,957,241.11027529239655,82.936044633263,122.74766607284546,34.71232965611047,27447.620166015626,84895.842578125,16.424970626831055,321.3433532714844
19,True,905,905,765,204.1338333129883,37.719211744351746,229.00852012634277,42.3069711322659,32276.007421875,11941.427783203126,43.271514892578125,336.5849304199219
20,True,124,124,122,14.762811851501464,2.6105634622035407,18.12318377494812,3.0519661469545643,4726.470874023437,6593.1681640625,0.38546520471572876,38.02888870239258
21,True,541,541,542,11.408536952733993,3.6265618131028816,56.516701221466064,14.666210142004212,686.562873840332,9574.96259765625,0.2855253219604492,39.327213287353516
22,True,661,661,479,0.10115775344893337,0.020850857881947373,197.50809860229492,28.31708982030896,24.41577253341675,22912.36904296875,6.752018180122832e-06,161.88558959960938
23,True,112,112,51,112.24299125671386,36.60967325519834,472.6961860656738,118.79153732403651,11310.595947265625,53335.97421875,26.192909240722656,450.51904296875
24,True,531,531,826,69.05849475860596,21.54306071973462,78.8749927520752,17.73000949097171,23535.28369140625,14504.888549804688,15.424018859863281,36.48341751098633
25,True,251,251,246,9.467130732536315,1.891288299116127,268.15957298278806,68.98836555551233,1113.4211303710938,26621.4900390625,0.05624690279364586,122.94541931152344
26,True,495,495,453,22.0374454498291,4.159464571795177,63.36383323669433,18.516345514552537,2844.035534667969,8144.11376953125,0.5289710760116577,130.60643005371094
27,True,784,784,758,117.90256042480469,21.649067455250396,107.83791618347168,19.52081115999975,16544.334375,25985.18828125,11.846920013427734,89.52531433105469
28,True,261,261,174,0.9017986074090004,0.2006807259128835,79.38800621032715,18.808294763748247,116.93851623535156,13259.18828125,0.0006985402433201671,166.93191528320312
29,True,973,973,4,92.86151657104492,16.301975399160593,202.3659511566162,34.88589897432631,37791.0294921875,38567.741015625,30.995790481567383,134.46742248535156
30,True,725,725,901,483.74507064819335,111.04490105449314,603.5152824401855,121.78940703657625,6949.60751953125,36871.899609375,136.1771240234375,252.1229248046875
31,True,535,535,479,0.016605531930690632,0.003924360849706574,45.97227873802185,17.656144622799307,19.176483428478242,45739.0685546875,3.0458991204795893e-06,47.607627868652344
32,True,70,70,74,1.3260199800133705,0.6736932477173891,38.09854526519776,9.367812140234513,256.11692810058594,-3051.195703125,0.00525481253862381,329.1070556640625
33,True,269,269,272,47.70985069274902,8.48785560012956,90.77002153396606,15.825213674359128,6889.350048828125,20027.12783203125,2.4762206077575684,44.00010299682617
34,True,558,558,683,2.042572832107544,0.43570005390134825,72.46958198547364,28.43671401431996,198.8550941467285,5841.2037109375,0.001407464500516653,127.14915466308594
35,True,569,569,867,29.545652294158934,7.948958287941076,91.47364907264709,24.36136944558623,2842.171356201172,24640.48671875,1.3122689723968506,109.4850845336914
